0,1,2
0.2302997483328725,0.2618581736637417,0.1943405541092331
0.09859786602853488,0.16844349885226859,0.6496496852800671
0.6658493180254422,0.17598295526589178,0.1420618275018734
0.7369283301738794,0.16706009602581268,0.08792809542905501
0.22851957605610126,0.23828969372005648,0.20559511974333203
0.14674586519676608,0.18301798914450357,0.638341865333758
1.0,9.535535728038984e-309,7.428857623198207e-309
8.11917276993768e-309,1.0,1.9010048902739137e-308
1.0,9.273851894023046e-309,6.04127969363554e-309
8.899787987357036e-309,1.0,9.779430925240966e-309
0.5494556695307856,0.2442179835903727,0.2063263468788417
1.117421601251953e-308,1.0,1.082830668072928e-308
1.072816002853929e-308,1.0,8.678806350622345e-309
0.3374733977638525,0.2210962714913729,0.14023527696194565
8.73641161158138e-309,1.0,1.456553028555681e-308
8.789998221790566e-309,1.0,1.2361246305167066e-308
0.6193754597808186,0.20929295939629544,0.17133158082288585
1.0,8.8965659933657e-309,6.978384334062573e-309
0.18767889099228247,0.32308137181849966,0.1373664080259623
0.18019519787905353,0.35733232820704514,0.14897095001974878
0.06716443508269,0.67989401070734,0.12140828693000566
6.61775813010139e-309,1.103930995463853e-308,1.0
8.221950912382335e-309,1.532804463176819e-308,1.0
1.045670141499432e-308,1.0,9.2077260036327e-309
0.3138794888968489,0.25589246345046995,0.13259563987631512
9.68658676486486e-309,1.0,9.715246349891044e-309
0.1559977876526792,0.3081479506783575,0.2555179604073577
0.19108626843299883,0.4815879876614544,0.1970759649221533
8.472446904625647e-309,1.0,1.3243047345952814e-308
0.7741102986832167,0.12478073045687871,0.1011089708599045
0.3362410900557643,0.25930156277700117,0.10971917958674701
1.0,1.0342237613958865e-308,6.39309720951462e-309
0.20836564152017958,0.2905567664780825,0.1875760681075853
0.19786379600179604,0.31757673324720237,0.17105794685684894
0.24003421287991322,0.26021441048011146,0.18624985274582262
1.0,9.128773782715175e-309,6.49891016455421e-309
0.36547067007947487,0.24552002606590678,0.13839482022455588
0.22113760199654448,0.29371350189035267,0.39865881060241987
7.78349920834516e-309,1.4148405186345716e-308,1.0
1.0,9.465474542486566e-309,8.56613352447894e-309
0.2279578022992098,0.2744198093120687,0.18412086449456885
1.0,9.18296700542722e-309,7.28213546013488e-309
8.78222079086732e-309,1.0,9.529142055184106e-309
1.0,1.0278393499135697e-308,6.285797164216595e-309
9.14028807556577e-309,1.0,1.0608510003420566e-308
0.4391261216369949,0.2114086008287673,0.172818958178934
8.78529922648405e-309,1.0,1.0496865982059635e-308
0.2920707930863394,0.3264250158300853,0.13609915646689688
7.096191644433167e-309,1.1838920312881503e-308,1.0
0.1900680546458179,0.17352787399616781,0.2237206748850397
0.597011606029709,0.21959247565358098,0.15744534657768544
0.15353894588928296,0.17845012665673263,0.5262163814935117
0.19497732856255467,0.4662689510884383,0.13433178816608085
0.19518528144633188,0.3235628272547902,0.16775036740472532
0.5490662624402711,0.16033566148166142,0.12986648471183393
1.0,1.0025168877680394e-308,6.347107063626716e-309
0.46438916859729623,0.20429274903663328,0.1506885775150579
0.36308505437592703,0.23051240082862212,0.20252225114447228
6.93698139546656e-309,1.3302708048135984e-308,1.0
0.7031671399659376,0.17519211611175972,0.1216407439223027
6.82416871438796e-309,1.2377904499293466e-308,1.0
0.6324262872801629,0.20448629073058475,0.16308742198925227
0.4156728681725767,0.2502475160497467,0.23071308836175689
0.4805403173147893,0.18736710151661956,0.14611138302571833
0.5939938545436982,0.2101101183882586,0.12137942774441736
0.7268484968457765,0.170296585481844,0.10285491767237959
1.0,8.10623852394299e-309,7.097232072541585e-309
