0,1,2
1.0,7.66208803722611e-309,6.55248634504828e-309
0.5684285015233239,0.14653692232308227,0.1153117054697412
1.0,9.179743741499386e-309,6.56229939842803e-309
0.8573442058842234,0.08667770763897957,0.055978086476797036
8.330420805574917e-309,1.244663061206289e-308,1.0
0.18964535878793173,0.32323623682925934,0.17361688048865628
0.24544107020970374,0.26325635505586503,0.17780105084027864
0.6293250502014928,0.11822702118120892,0.08541142499322764
0.18830270263101,0.17158232581697114,0.26173176708222784
0.24668779945940786,0.2555348630330769,0.18427581361336257
1.0,1.041786126337178e-308,6.723369599580555e-309
0.10262832547042254,0.4116049587550744,0.32857732883881036
1.0,9.69350011815716e-309,5.889844341882653e-309
0.5382074296154513,0.26302821302145696,0.19876435736309178
0.6753524116429365,0.18756818857317537,0.13707939978388822
7.503566912299293e-309,1.4750811988488774e-308,1.0
0.6347525414558737,0.16742477435243677,0.1514931144397446
1.0,9.945263562666706e-309,6.45662806408287e-309
0.6567170473688146,0.1475420833384477,0.1781301427686922
0.2745579626731996,0.19442675846570537,0.16936647133897217
0.11424787772858104,0.7398020969410688,0.10108513264564721
0.6779126593257855,0.18641727877766465,0.13567006189654987
0.19346849801162155,0.313248296704811,0.17978168138941486
7.42907891175747e-309,1.3091215259478597e-308,1.0
0.7996368593400931,0.1255107320283697,0.07485240863153712
9.100511697482844e-309,1.0,9.345323453385007e-309
0.3412065809299389,0.26778877262091727,0.17173431213965848
0.5854822142159163,0.22225551796301152,0.17895525735540857
0.14893785135696536,0.2762242831883163,0.29308609246064665
0.5716433451124645,0.17534481613322817,0.16489172946031141
7.6009108181781e-309,1.76138280745789e-308,1.0
0.39713908161415407,0.19726209339615122,0.20171853133871614
0.23802080976834572,0.24635476268883266,0.20212290364866903
0.6597366669132523,0.18598457121900344,0.14041860900900235
1.0,8.89766901875097e-309,5.89907110068659e-309
1.0,7.063005364662524e-309,6.361854248004624e-309
1.0,9.55251798429404e-309,6.69972531617935e-309
0.6177798651627049,0.20630197356390764,0.17591816127338744
0.16944332727203504,0.5195209410012266,0.15910657902864112
0.339293499251383,0.17312554789371398,0.21477146822784757
1.0,9.68206317148137e-309,6.32870991828434e-309
7.66787748044334e-309,1.365860112806535e-308,1.0
0.7485010577352023,0.1043935760033723,0.1294946397373799
0.18566979541624484,0.25498806122356177,0.3903378682758603
6.545119945713194e-309,1.0768122735836995e-308,1.0
9.516398272404057e-309,1.0,9.98049538589884e-309
1.0,7.6831790044979e-309,7.863408693020606e-309
1.0,1.0647462149804577e-308,6.571932069870475e-309
0.30528287753043315,0.32802444821225973,0.296007037230869
0.5053037547937016,0.2900835486948533,0.20461269651144512
0.9340490149362276,0.03463448940264507,0.03131649566112743
0.652653873205404,0.1746956636906599,0.15414922290917013
6.55231106232912e-309,1.186115058231435e-308,1.0
6.3103805397503e-309,1.1236800532675147e-308,1.0
1.0,7.46302771204382e-309,6.24868682008513e-309
0.7643157706311416,0.13003879176289876,0.1056454376059597
0.557095397981706,0.2592765800733245,0.18362802194496933
1.0,8.962601297167613e-309,6.29774526173154e-309
7.64055543096439e-309,1.7942716472760966e-308,1.0
0.705618342016339,0.0966934454859469,0.1109817961825599
1.0,7.71559216898388e-309,8.67914412237416e-309
0.7594144722135466,0.13063891636270336,0.10246844140185156
0.7477127449926401,0.11213869512678165,0.11127663565809544
1.0,8.54622904343513e-309,6.238304391922805e-309
0.34028229695197443,0.21447595867317157,0.1830214505988163
0.41875832908644534,0.23163946844212727,0.11343146304944685
0.49195536072302143,0.20567861049730957,0.19899950136374928
0.8107465321288833,0.10183067219147456,0.08742279567964228
0.418412057808486,0.2469941736599374,0.24788735221642252
0.3085875858926417,0.21292337363407404,0.23010870855176857
0.551713741221976,0.22564483480110034,0.22264142397692363
0.31190159299927184,0.16003702565894415,0.22574851776552599
1.0,8.55955264759171e-309,6.75021465136787e-309
0.6237773673656308,0.1830538860887878,0.1407654639243357
0.34108137888344836,0.24465526622182976,0.22785779274821824
0.5537359307201519,0.2661004640173919,0.18016360526245614
0.5650767308367821,0.22470275973759918,0.21022050942561882
0.450134388691689,0.2709580303710617,0.2389055936100015
0.5396310236942796,0.2092914815090298,0.1754169696462393
0.6775557492164292,0.17835101194139505,0.1440932388421757
0.6647999854924315,0.17305913626573868,0.1621408782418299
0.3484692570512997,0.24190075142847114,0.10699973937845406
0.24301407504017225,0.23432521751918578,0.3052147192104363
1.0,1.109016287327339e-308,6.61891513647617e-309
1.015556747017315e-308,1.0,8.57131283405095e-309
0.32486331031034876,0.21314914242249508,0.20843832329145076
0.7218943455963476,0.15205263332989907,0.12605302107375324
0.35090223036483675,0.28240121329544615,0.28020647082903416
0.8085017047520121,0.09010466341434656,0.10139363183364146
0.7183898912404711,0.14538892314636095,0.11346926877887535
0.23894244002963713,0.2146101280581416,0.4046528859517486
0.34263144664132916,0.26535155352744905,0.15702416658186147
0.11436585079715005,0.20515355031555507,0.5924355160914623
0.5693194735349627,0.2412664057659217,0.1704371192239044
0.6027280016651185,0.25835055120473516,0.13339547428551302
0.5982508009623806,0.17722237542641028,0.15321212045256616
1.0,8.5414901983272e-309,6.7979472208444e-309
1.0,8.101737252493736e-309,6.335504256236774e-309
0.13502549735140273,0.5520181335558444,0.19152864084326496
0.12104300231136603,0.2421225394191803,0.3843119483423726
0.45953899332724935,0.2271176379236563,0.2266369524339404
0.464270971676197,0.21352493831616565,0.23549767369248328
1.0,8.196116401148684e-309,6.313977687019604e-309
0.27598804109660224,0.2036545233286218,0.18265883440326947
0.42852398433402383,0.2591338591309052,0.22041942107350995
1.0,9.19206437730365e-309,7.018014271728357e-309
0.5469558322922626,0.2546874946608927,0.1850496625811811
1.0,7.875863019399017e-309,6.197807060837475e-309
0.4165278409189072,0.25195307939666534,0.24481266336927338
0.6479940260082182,0.17316929724510244,0.14814915402229178
1.0,9.10498403939224e-309,6.373275458350094e-309
0.27982534908929935,0.3157075740407012,0.35236048116889657
0.3453114946457126,0.24182796265277176,0.16659540591044955
0.5419243230349444,0.24911549843919917,0.2089601785258563
1.0,7.657351642020494e-309,6.229855814098967e-309
0.43734849209384496,0.23231131453454165,0.24363377705645928
0.512523526364085,0.20840422860533173,0.17650229606976378
0.544309297505395,0.18579542512272906,0.17407882471588446
0.5600616395288281,0.20272652532167376,0.19720984782225034
0.3532269390162391,0.20798116714078757,0.13619320786447872
0.5127693904211545,0.24195102354961992,0.24527958602922564
0.3905994185473818,0.2717104123736246,0.2509837527638396
