0,1,2,3
0.9999999,0.98955834,0.98110807,0.96040475
0.98955834,1.0,0.9690479,0.94830185
0.98110807,0.9690479,1.0000002,0.9511767
0.96040475,0.94830185,0.9511767,1.0
